address
"80-07 BROADWAY,QUEENS 11373"
"215-15 NORTHERN BOULEVARD,QUEENS 11361"
"137-35 ELDER AVENUE,QUEENS 11355"
"365 FIFTH AVENUE,MANHATTAN 10016"
"15 BORAGE PLACE,QUEENS 11375"
"200 PARK AVENUE,MANHATTAN 10017"
"292 COURT STREET,BROOKLYN 11231"
"145 Rutledge Street,BROOKLYN 11211"
"8629 COMMONWEALTH BLVD,QUEENS 11426"
"2805 NEWKIRK AVENUE,BROOKLYN 11226"
"730 PARK AVENUE,BROOKLYN 11206"
"1932 BRYANT AVE,BRONX 10460"
"3101 KINGSBRIDGE TERRACE,BRONX 10463"
"3070 BRIGHTON 14TH ST,BROOKLYN 11235"
"1890 FOREST AVENUE,STATEN ISLAND 10303"
"425 WESTCHESTER AVENUE,BRONX 10455"
"2900 BEDFORD AVENUE,BROOKLYN 11210"
"2195 VALENTINE  AVE.,BRONX 10457"
"1257-1263 38TH STREET,BROOKLYN 11218"
"80-22 PARSONS BOULEVARD,QUEENS 11432"
"506 6TH AVENUE,BROOKLYN 11215"
"590 East 83 Street,MANHATTAN 10028"
"5411 FORT HAMILTON PARKWAY,BROOKLYN 11219"
"3942 White Plains Road,BRONX 10466"
"33-15 154TH  STREET,QUEENS 11354"
"55 EAST  175 STREET,BRONX 10453"
"441 WEST 26 STREET,MANHATTAN 10001"
"88 LEONARD STREET,MANHATTAN 10013"
"2514 WILSON AVENUE,BRONX 10469"
"2734 Victory Boulevard,STATEN ISLAND 10314"
"1779 RICHMOND AVENUE,STATEN ISLAND 10314"
"3141 EAST TREMONT AVENUE,BRONX 10461"
"117-21 SUTPHIN BOULEVARD,QUEENS 11436"
"475 GRAND CONCOURSE,BRONX 10451"
"1060 Bedford Avenue,BROOKLYN 11216"
"73-20 BELL BLVD.,QUEENS 11364"
"448 NEPTUNE AVENUE,BROOKLYN 11224"
"1901 OCEAN PARKWAY,BROOKLYN 11223"
"1001 Broadway,BROOKLYN 11221"
"3480 THIRD AVENUE,BRONX 10456"
"453-39 51 AVENUE,QUEENS 11101"
"468 WEST 143 STREET,MANHATTAN 10031"
"39-60 54TH STREET,QUEENS 11377"
"138-46 NORTHERN BOULEVARD,QUEENS 11354"
"100-09 39 AVENUE,QUEENS 11368"
"136-46 61 ROAD,QUEENS 11367"
"1000 HUTCHINSON RIVER PARKWAY,BRONX 10465"
"97-45 63 DRIVE,QUEENS 11374"
"103 West 96 Street,MANHATTAN 10025"
"145-02 FARMERS BOULEVARD,QUEENS 11434"
"66-20 LAUREL HILL BOULEVARD,QUEENS 11377"
"188-32 JAMAICA AVENUE,QUEENS 11423"
"60 EAST 93RD STREET,BROOKLYN 11212"
"104-19 39TH AVE,QUEENS 11368"
"100 MASPETH AVENUE,BROOKLYN 11211"
"1870 STILLWELL AVENUE,BROOKLYN 11223"
"2345 85 STREET,BROOKLYN 11214"
"120 RIVERSIDE BLVD,MANHATTAN 10069"
"869 45 STREET,BROOKLYN 11220"
"133-16 SPRINGFIELD BOULEVARD,QUEENS 11413"
"100A ALDRICH STREET,BRONX 10475"
"4202 12 AVENUE,BROOKLYN 11219"
"250-10 GRAND CENTRAL PARKWAY,QUEENS 11426"
"2962 HARDING AVENUE,BRONX 10465"
"370 NEW LOTS AVENUE,BROOKLYN 11207"
"77-02 37 AVENUE,QUEENS 11372"
"388 GREENWICH STREET,MANHATTAN 10013"
"1334 OCEAN PARKWAY,BROOKLYN 11230"
"35-01 24 STREET,QUEENS 11106"
"1677 LEXINGTON AVENUE,MANHATTAN 10029"
"535 CLINTON AVENUE,BROOKLYN 11238"
"55 Prospect Street,BROOKLYN 11201"
"2484 EAST 18TH STREET,BROOKLYN 11235"
"395 SOUTH  END AVE,MANHATTAN 10280"
"1925 BATHGATE AVENUE,BRONX 10457"
"2433 OCEAN PARKWAY,BROOKLYN 11235"
"170-20 130 AVENUE,QUEENS 11434"
"1035 Cortelyou Rd,BROOKLYN 11218"
"1696 CANARSIE ROAD,BROOKLYN 11236"
"90-16 SUTPHIN BLVD.,QUEENS 11435"
"159 WEST 127TH STREET,MANHATTAN 10027"
"2885 MARION AVE,BRONX 10458"
"118-46 RIVERTON STREET,QUEENS 11412"
"1102 EAST 92 STREET,BROOKLYN 11236"
"108-22 69 AVENUE,QUEENS 11375"
"588 6th  Street,BROOKLYN 11215"
"119-03 80 ROAD,QUEENS 11415"
"1915 ORIENTAL BOULEVARD,BROOKLYN 11235"
"245 E 92ND ST,MANHATTAN 10128"
"253 EAST 142 STREET,BRONX 10451"
"1 Park Avenue,MANHATTAN 10016"
"85 Adams Street,BROOKLYN 11201"
"1377 42ND STREET,BROOKLYN 11219"
"128 WEST 80 STREET,MANHATTAN 10024"
"131-13 LIBERTY AVENUE,QUEENS 11419"
"1 AVENUE B,MANHATTAN 10009"
"289 LEWIS AVENUE,BROOKLYN 11221"
"565 BALTIC STREET,BROOKLYN 11217"
"2150 BENSON AVENUE,BROOKLYN 11214"
"555 East 90 street,MANHATTAN 10128"
"813 HANCOCK STREET,BROOKLYN 11233"
"651 BROADWAY,STATEN ISLAND 10310"
"216-01 38TH AVE,QUEENS 11361"
"292 PALMETTO STREET,BROOKLYN 11237"
"6709 19TH AVE,BROOKLYN 11204"
"1325 FIFTH  AVENUE,MANHATTAN 10029"
"114-02 GUY R BREWER BOULEVARD,QUEENS 11434"
"248-12 NORTHERN BLVD,QUEENS 11362"
"187-08 HILLSIDE AVENUE,QUEENS 11432"
"178 Division Avenue,BROOKLYN 11211"
"35 Waterside Plaza,MANHATTAN 10010"
"490 LINWOOD STREET,BROOKLYN 11208"
"5 WEST 63 STREET,MANHATTAN 10023"
"1230 YORK AVENUE,MANHATTAN 10065"
"2171 68TH ST,BROOKLYN 11204"
"475 Fountain  Avenue,BROOKLYN 11208"
"12 EAST   13 STREET,MANHATTAN 10003"
"421 7TH STREET,BROOKLYN 11215"
"1880 WATSON AVENUE,BRONX 10472"
"311 SARATOGA AVE,BROOKLYN 11233"
"9321 RIDGE BLVD.,BROOKLYN 11209"
"7100 RIDGE BLVD.,BROOKLYN 11209"
"1047 AMSTERDAM AVENUE,MANHATTAN 10025"
"950 BAYCHESTER AVENUE,BRONX 10475"
"200 WEST STREET,MANHATTAN 10282"
"80 EAST 181ST STREET,BRONX 10453"
"95 FRANKLIN  STREET,MANHATTAN 10013"
"78 AMITY ST,BROOKLYN 11201"
"115-15 101 AVENUE,QUEENS 11419"
"2010 SEDGWICK AVENUE,BRONX 10453"
"1130 GRAND CONCOURSE,BRONX 10456"
"814 AMSTERDAM AVENUE,MANHATTAN 10025"
"720 WASHINGTON AVENUE,BROOKLYN 11238"
"44-02 BEACH CHANNEL DRIVE,QUEENS 11691"
"299 NORTH 7 STREET,BROOKLYN 11211"
"2975 INDEPENDENCE AVENUE,BRONX 10463"
"540 WEST   26 STREET,MANHATTAN 10001"
"43-12 46 Street,QUEENS 11104"
"112 ATLANTIC AVE,BROOKLYN 11201"
"212-12 26 AVENUE,QUEENS 11360"
"121 WEST 19TH STREET,MANHATTAN 10011"
"30-81 STEINWAY STREET,QUEENS 11103"
"183-02 Union Turnpike,QUEENS 11366"
"222 GRAHAM AVENUE,BROOKLYN 11206"
"30-11 21    STREET,QUEENS 11102"
"583 RIVERSIDE DRIVE,MANHATTAN 10031"
"21 SNYDER AVENUE,BROOKLYN 11226"
"2962 BRIGHTON 1ST STREET,BROOKLYN 11235"
"71 LINCOLN PLACE,BROOKLYN 11217"
"667 COLUMBUS AVENUE,MANHATTAN 10025"
"4010 DYRE AVENUE,BRONX 10466"
"140-15 HOLLY AVENUE,QUEENS 11355"
"34-52 KOSCIUSZKO STREET,BROOKLYN 11205"
"2945 W 33RD ST,BROOKLYN 11224"
"780 8TH AVENUE,MANHATTAN 10036"
"21 CLAREMONT AVENUE,MANHATTAN 10027"
"250 EAST 79 STREET,MANHATTAN 10075"
"2720 86TH STREET,BROOKLYN 11223"
"7817-25 3 AVENUE,BROOKLYN 11209"
"71-02 113 STREET,QUEENS 11375"
"6085 STRICKLAND  AVENUE,BROOKLYN 11234"
"75-21 MAIN STREET,QUEENS 11367"
"219 EAST 67TH STREET,MANHATTAN 10065"
"117 REMSEN STREET,BROOKLYN 11201"
"35-27 82 STREET,QUEENS 11372"
"5814 FORT HAMILTON PARKWAY,BROOKLYN 11219"
"178 LEONARD STREET,BROOKLYN 11206"
"283 COURT ST,BROOKLYN 11231"
"300 JAY STREET,BROOKLYN 11201"
"56 EAST 93 STREET,MANHATTAN 10128"
"29-49 137 STREET,QUEENS 11354"
"378 EAST 151 STREET,BRONX 10455"
"21 LINCOLN ROAD,BROOKLYN 11225"
"62 EAST 92 STREET,MANHATTAN 10128"
"55 Hudson Yards,MANHATTAN 10001"
"64-35 YELLOWSTONE BOULEVARD,QUEENS 11375"
"99-17 63 ROAD,QUEENS 11374"
"43-31 39 STREET,QUEENS 11104"
"1181 NELSON AVENUE,BRONX 10452"
"1278 NELSON AVENUE,BRONX 10452"
"455-98 CLINTONVILLE STREET,QUEENS 11357"
"162-05 90 STREET,QUEENS 11414"
"146-28 JASMINE AVENUE,QUEENS 11355"
"3573 BRUCKNER BOULEVARD,BRONX 10461"
"1802 MATTHEWS AVENUE,BRONX 10462"
"1704 BATH AVENUE,BROOKLYN 11214"
"835 FOREST HILL ROAD,STATEN ISLAND 10314"
"147-37 70TH ROAD,QUEENS 11367"
"3520 TILDEN AVENUE,BROOKLYN 11203"
"21-20 35 AVENUE,QUEENS 11106"
"490 LINWOOD STREET,BROOKLYN 11208"
"2 SOUTH END AVENUE,MANHATTAN 10280"
"14 HOPE STREET,BROOKLYN 11211"
"1926 CROSS BRONX EXPRESSWAY,BRONX 10472"
"302 West 91 Street,MANHATTAN 10024"
"50 EAST 87 STREET,MANHATTAN 10128"
"30-11 21    STREET,QUEENS 11102"
"54 SOUTH 2ND STREET,BROOKLYN 11249"
"1717 FULTON AVENUE,BRONX 10457"
"2260 CROTONA AVENUE,BRONX 10457"
"3830 PAULDING AVENUE,BRONX 10469"
"200 CENTRAL AVENUE,BROOKLYN 11221"
"1330 5TH AVENUE,MANHATTAN 10026"
"149-17 SANFORD AVE,QUEENS 11355"
"467 Vanderbilt   Avenue,BROOKLYN 11238"
"50 WEST   97 STREET,MANHATTAN 10025"
"55 HANSON PLACE,BROOKLYN 11217"
"2121 BRAGG STREET,BROOKLYN 11229"
"6581 HYLAN BOULEVARD,STATEN ISLAND 10309"
"667 COLUMBUS AVENUE,MANHATTAN 10025"
"37 EAST 63RD STREET,MANHATTAN 10065"
"4123 AVENUE U,BROOKLYN 11234"
"44 Market  Street,MANHATTAN 10002"
"1311 55 STREET,BROOKLYN 11219"
"20 PINE STREET,MANHATTAN 10005"
"25 NASSAU AVENUE,BROOKLYN 11222"
"311 Greenwich  Street,MANHATTAN 10013"
"33-50 82ND ST,QUEENS 11372"
"117-11 JAMAICA    AVE,QUEENS 11418"
"99-39 66  AVENUE,QUEENS 11374"
"63-47 BOOTH STREET,QUEENS 11374"
"619 WEST 114 STREET,MANHATTAN 10025"
"257 BEACH 17 STREET,QUEENS 11691"
"80 SKILLMAN STREET,BROOKLYN 11205"
"252-00 HORACE HARDING EXPRESSWAY,QUEENS 11362"
"346 WEST 89 STREET,MANHATTAN 10024"
"112-18 SPRINGFIELD BLVD,QUEENS 11429"
"357 Clermont Avenue,BROOKLYN 11238"
"382 Baltic Street,BROOKLYN 11201"
"125 CROMWELL AVENUE,STATEN ISLAND 10304"
"281 MAIN STREET,MANHATTAN 10044"
"2380 EAST TREMONT AVENUE,BRONX 10462"
"475 EAST 57 STREET,BROOKLYN 11203"
"600 6th Avenue,MANHATTAN 10011"
"90-92 Bowery  Street,MANHATTAN 10013"
"41 WEST 115TH STREET,MANHATTAN 10026"
"939 83 STREET,BROOKLYN 11228"
"656 WILLOUGHBY AVENUE,BROOKLYN 11206"
"775 ROGERS AVENUE,BROOKLYN 11226"
"1879 BRONXDALE AVENUE,BRONX 10462"
"283 COURT ST,BROOKLYN 11231"
"101 WEST END AVENUE,MANHATTAN 10069"
"34 West 139 Street,MANHATTAN 10037"
"2185 7  Avenue,MANHATTAN 10027"
"921 HEGEMAN AVENUE,BROOKLYN 11208"
"502 MORRIS AVENUE,BRONX 10451"
"76 LORRAINE STREET,BROOKLYN 11231"
"67-45 215 STREET,QUEENS 11364"
"1497 NEEDHAM AVENUE,BRONX 10469"
"671 PROSPECT PLACE,BROOKLYN 11216"
"1968 OCEAN AVENUE,BROOKLYN 11230"
"27 BARROW STREET,MANHATTAN 10014"
"6581 HYLAN BOULEVARD,STATEN ISLAND 10309"
"241 EMERSON PLACE,BROOKLYN 11205"
"644 MACDONOUGH STREET,BROOKLYN 11233"
"216 FORT WASHINGTON AVENUE,MANHATTAN 10032"
"233-15 Merrick Boulevard,QUEENS 11422"
"901-909 TINTON AVENUE,BRONX 10456"
"33-16 79 STREET,QUEENS 11372"
"300 HOWARD AVENUE,STATEN ISLAND 10301"
"4205 AVENUE P,BROOKLYN 11234"
"99 SUFFOLK STREET,MANHATTAN 10002"
"38 6 AVENUE,BROOKLYN 11217"
"421 THROOP AVENUE,BROOKLYN 11221"
"24 FORD STREET,BROOKLYN 11213"
"4430 TIBBETT AVE,BRONX 10471"
"167-01 UNION TURNPIKE,QUEENS 11366"
"41 BROAD STREET,MANHATTAN 10004"
"90-20 55 AVENUE,QUEENS 11373"
"146 WEST 13 STREET,MANHATTAN 10011"
"4204 12 avenue,BROOKLYN 11219"
"7802 BAY PARKWAY,BROOKLYN 11214"
"432 WEST 20TH STREET,MANHATTAN 10011"
"250-21 NORTHERN BLVD,QUEENS 11362"
"675 LINCOLN AVENUE,BROOKLYN 11208"
"245 SIMONSON AVENUE,STATEN ISLAND 10303"
"89-00 23 AVENUE,QUEENS 11369"
"454-456 6 AVENUE,BROOKLYN 11215"
"2351 1 AVENUE,MANHATTAN 10035"
"601 AMSTERDAM AVENUE,MANHATTAN 10024"
"140 58TH STREET,BROOKLYN 11220"
"4 RIVER ROAD,MANHATTAN 10044"
"232-26 EAST 47 STREET,MANHATTAN 10017"
"2631 86TH STREET,BROOKLYN 11223"
"880 RIVER AVENUE,BRONX 10452"
"35-33 104 STREET,QUEENS 11368"
"4706 10TH AVENUE,BROOKLYN 11219"
"333 2ND STREET,BROOKLYN 11215"
"484 2 AVENUE,MANHATTAN 10016"
"29-49 137 STREET,QUEENS 11354"
"90 MAIDEN LANE,MANHATTAN 10038"
"134-136 WEST 10TH STREET,MANHATTAN 10014"
"1298 WOODROW ROAD,STATEN ISLAND 10309"
"1838 ADEE  AVENUE,BRONX 10469"
"470 LEFFERTS AVENUE,BROOKLYN 11225"
"75 VARICK STREET,MANHATTAN 10013"
"3854 HYLAN BOULEVARD,STATEN ISLAND 10308"
"197 EAST BROADWAY,MANHATTAN 10002"
"405 DUMONT AVE,BROOKLYN 11212"
"31-20 21 AVENUE,QUEENS 11105"
"822-828 PARK PLACE,BROOKLYN 11216"
"1310 AVENUE I,BROOKLYN 11230"
"2215 EAST   23 STREET,BROOKLYN 11229"
"2600 NETHERLAND AVENUE,BRONX 10463"
"251 WEST 100 STREET,MANHATTAN 10025"
"8411 FORT HAMILTON PARKWAY,BROOKLYN 11209"
"232 EAST 113 STREET,MANHATTAN 10029"
"67-25 188 STREET,QUEENS 11365"
"3080 ARTHUR KILL ROAD,STATEN ISLAND 10309"
"212-47 JAMAICA AVENUE,QUEENS 11428"
"85 PARKVILLE AVENUE,BROOKLYN 11230"
"456-29 150th street,QUEENS 11357"
"60 HARRISON AVENUE,BROOKLYN 11211"
"385 AVENUE W,BROOKLYN 11223"
"67-04 AUSTIN STREET,QUEENS 11375"
"2505 PITKIN AVENUE,BROOKLYN 11208"
"8223 BAY PARKWAY,BROOKLYN 11214"
"254 HICKS STREET,BROOKLYN 11201"
"58-25 CATALPA AVENUE,QUEENS 11385"
"1375 BUSHWICK AVENUE,BROOKLYN 11207"
"50 OSAGE LANE,STATEN ISLAND 10312"
"775 50TH ST,BROOKLYN 11220"
"301B WEST 130 STREET,MANHATTAN 10027"
"301 East 64th Street,MANHATTAN 10065"
"65-30 KISSENA BOULEVARD,QUEENS 11367"
"1349 47TH ST,BROOKLYN 11219"
"600 MCDONALD AVENUE,BROOKLYN 11218"
"2144 RICHMOND AVENUE,STATEN ISLAND 10314"
"82-12 151 AVENUE,QUEENS 11414"
"3981 BRONXWOOD AVENUE,BRONX 10466"
"161 SOUTH 3 STREET,BROOKLYN 11211"
"34-52 KOSCIUSZKO STREET,BROOKLYN 11205"
"704 BROADWAY,MANHATTAN 10003"
"4300 171ST ST,QUEENS 11358"
"1211 CROES AVENUE,BRONX 10472"
"1102 AVENUE L,BROOKLYN 11230"
"1502 West 1 Street,BROOKLYN 11204"
"1829 LEXINGTON AVE,MANHATTAN 10029"
"218-28 HEMPSTEAD AVENUE,QUEENS 11429"
"90 LASALLE STREET,MANHATTAN 10027"
"112-12 76 ROAD,QUEENS 11375"
"63-49 ALDERTON STREET,QUEENS 11374"
"119 EAST 74 STREET,MANHATTAN 10021"
"1502 West 1 Street,BROOKLYN 11204"
"131-40 Fowler Avenue,QUEENS 11355"
"302 VANDERBILT STREET,BROOKLYN 11218"
"23 SUMMIT STREET,STATEN ISLAND 10307"
"78-39 PARSONS BOULEVARD,QUEENS 11366"
"97-08 ROCKAWAY BOULEVARD,QUEENS 11417"
"1701 NEREID AVENUE,BRONX 10466"
"7219 NEW UTRECHT AVENUE,BROOKLYN 11228"
"814 AMSTERDAM AVENUE,MANHATTAN 10025"
"1273 57 STREET,BROOKLYN 11219"
"35-55 223 STREET,QUEENS 11361"
"2050 Second  Avenue,MANHATTAN 10029"
"507-509 EAST 165TH STREET,BRONX 10456"
"26 FEDERAL PLAZA,MANHATTAN 10278"
"141 EAST 28 STREET,MANHATTAN 10016"
"315 AVENUE C,MANHATTAN 10009"
"70-11 150 STREET,QUEENS 11367"
"60-10 ROOSEVELT AVENUE,QUEENS 11377"
"1727 AMSTERDAM AVENUE,MANHATTAN 10031"
"600 MCDONALD AVENUE,BROOKLYN 11218"
"138 WEST 90 STREET,MANHATTAN 10024"
"44-10 192 STREET,QUEENS 11358"
"880 60 STREET,BROOKLYN 11220"
"4300 171ST ST,QUEENS 11358"
"149-34 35 AVENUE,QUEENS 11354"
"99-04 57 AVENUE,QUEENS 11368"
"291 BROADWAY,MANHATTAN 10007"
"61 HAVEN AVE.,MANHATTAN 10032"
"216-22 Beach 87th Street,QUEENS 11693"
"163 WASHINGTON AVENUE,BROOKLYN 11205"
"1433 DEKALB AVENUE,BROOKLYN 11237"
"1225 42nd St,BROOKLYN 11219"
"106-54 GUY R BREWER BOULEVARD,QUEENS 11433"
"808 Columbus Avenue,MANHATTAN 10025"
"900 LENOX ROAD,BROOKLYN 11203"
"280 RALPH AVENUE,BROOKLYN 11233"
"121 WEST 128 STREET,MANHATTAN 10027"
"1770 STILLWELL AVENUE,BRONX 10469"
"21 SOUTH END AVENUE,MANHATTAN 10280"
"315 East  62  Street,MANHATTAN 10065"
"490 RIVERSIDE DRIVE,MANHATTAN 10027"
"243 88 STREET,BROOKLYN 11209"
"9502 SEAVIEW AVENUE,BROOKLYN 11236"
"185 COURT STREET,BROOKLYN 11201"
"35-19 Leavitt Street CF2,QUEENS 11354"
"339 GREENE AVENUE,BROOKLYN 11238"
"214 STUYVESANT AVENUE,BROOKLYN 11221"
"971 41 STREET,BROOKLYN 11219"
"25 Westchester Square,BRONX 10461"
"1416 43 STREET,BROOKLYN 11219"
"1102 EAST 92ND STREET,BROOKLYN 11236"
"2302 WEBSTER AVENUE,BRONX 10458"
"601 AMSTERDAM AVE,MANHATTAN 10024"
"470 VANDERBILT AVENUE,BROOKLYN 11238"
"7106 3 AVENUE,BROOKLYN 11209"
"507 West 28 Street,MANHATTAN 10001"
"1975 51 STREET,BROOKLYN 11204"
"139-20 34 AVENUE,QUEENS 11354"
"99-06 67 ROAD,QUEENS 11375"
"1470 OCEAN PARKWAY,BROOKLYN 11230"
"5 WEST 22ND STREET,MANHATTAN 10010"
"6002 FARRAGUT ROAD,BROOKLYN 11236"
"755 SECOND AVE,MANHATTAN 10017"
"20 WEST 112 STREET,MANHATTAN 10026"
"46-04 VERNON BOULEVARD,QUEENS 11101"
"1165 UNIVERSITY AVENUE,BRONX 10452"
"1705 49TH STREET,BROOKLYN 11204"
"77-42 164 STREET,QUEENS 11366"
"55 Hudson Yards,MANHATTAN 10001"
"1230 YORK AVENUE,MANHATTAN 10065"
"310 WEST 103RD STREET,MANHATTAN 10025"
"1787 MADISON AVENUE,MANHATTAN 10035"
"140-26 CHERRY AVE.,QUEENS 11355"
"244 WEST 14TH STREET,MANHATTAN 10011"
"1277 STERLING PLACE,BROOKLYN 11213"
"1640 PACIFIC STREET,BROOKLYN 11213"
"164-04 GOETHALS AVENUE,QUEENS 11432"
"50-37 BROADWAY,QUEENS 11377"
"1149 EASTERN PARKWAY,BROOKLYN 11213"
"1501 HENDRICKSON STREET,BROOKLYN 11234"
"117 WEST 95TH STREET,MANHATTAN 10025"
"84-05 78 AVENUE,QUEENS 11385"
"65-59 Alderton  Street,QUEENS 11374"
"1520 East 13 Street,BROOKLYN 11230"
"2148 OCEAN AVENUE,BROOKLYN 11229"
"1449 39 STREET,BROOKLYN 11218"
"421 7TH STREET,BROOKLYN 11215"
"5815 20 AVENUE,BROOKLYN 11204"
"129 West 138 Street,MANHATTAN 10030"
"186 ST. JOHN'S PLACE,BROOKLYN 11217"
"371 PLEASANT AVENUE,MANHATTAN 10035"
"1910 ARTHUR AVENUE,BRONX 10457"
"760 EAST GUNHILL ROAD,BRONX 10467"
"89-15 FRANCIS LEWIS BOULEVARD,QUEENS 11427"
"219-18 HORACE HARDING EXPRESSWAY,QUEENS 11364"
"196-17 53 AVENUE,QUEENS 11365"
"5394 AMBOY ROAD,STATEN ISLAND 10312"
"834 CONCOURSE VILLAGE EAST,BRONX 10451"
"65 FOSTER  ROAD,STATEN ISLAND 10309"
"240 MEEKER AVE,BROOKLYN 11211"
"1349 50TH STREET,BROOKLYN 11219"
"503 LAKE STREET,BROOKLYN 11223"
"21-18 46 STREET,QUEENS 11105"
"147 5TH AVENUE,BROOKLYN 11217"
"1564 RALPH AVENUE,BROOKLYN 11236"
"613 NEW LOTS AVENUE,BROOKLYN 11207"
"337 2ND AVENUE,MANHATTAN 10003"
"352-358 CLASSON AVENUE,BROOKLYN 11238"
"167-72 150 STREET,QUEENS 11357"
"75 WEST 190TH  STREET,BRONX 10468"
"1750 MANSION STREET,BRONX 10460"
"2212 THIRD AVENUE,MANHATTAN 10035"
"142-30 BARCLAY AVENUE,QUEENS 11355"
"63-47 BOOTH STREET,QUEENS 11374"
"272 TROY AVENUE,BROOKLYN 11213"
"101 West End Avenue,MANHATTAN 10069"
"774 SARATOGA AVENUE,BROOKLYN 11212"
"2217 CATON AVENUE,BROOKLYN 11226"
"650 LIVONIA AVENUE,BROOKLYN 11207"
"43-09 196 STREET,QUEENS 11358"
"44 Market  Street,MANHATTAN 10002"
"454 EAST  148 STREET,BRONX 10455"
"22 STEELE AVENUE,STATEN ISLAND 10306"
"1594 TOWNSEND AVENUE,BRONX 10452"
"244-44 87 AVENUE,QUEENS 11426"
"41-31 58 STREET,QUEENS 11377"
"243 WEST   64 STREET,MANHATTAN 10023"
"21 CLAREMONT AVENUE,MANHATTAN 10027"
"1600 BATHGATE AVENUE,BRONX 10457"
"2825 BEDFORD AVENUE,BROOKLYN 11210"
"80 EAST END AVENUE,MANHATTAN 10028"
"130-09 Springfield Boulevard,QUEENS 11413"
"84-88 SANFORD STREET,BROOKLYN 11205"
"440 OVINGTON AVENUE,BROOKLYN 11209"
"25 Tudor City Place,MANHATTAN 10017"
"201 ST. ANN'S AVENUE,BRONX 10454"
"117 REMSEN STREET,BROOKLYN 11201"
"6318 AMBOY ROAD,STATEN ISLAND 10309"
"3415 OLINVILLE AVENUE,BRONX 10467"
"175 DELANCEY STREET,MANHATTAN 10002"
"529A WEST 29TH STREET,MANHATTAN 10001"
"169-07 JEWEL AVENUE,QUEENS 11365"
"58-20 LITTLE NECK PARKWAY,QUEENS 11362"
"310 CROWN STREET,BROOKLYN 11225"
"309 WEST 92 STREET,MANHATTAN 10025"
"795 COLUMBUS AVENUE,MANHATTAN 10025"
"418 KEAP STREET,BROOKLYN 11211"
"715 TODT HILL ROAD,STATEN ISLAND 10304"
"463 6 AVENUE,BROOKLYN 11215"
"11 SAMPSON AVENUE,STATEN ISLAND 10308"
"230 GRAND STREET,MANHATTAN 10013"
"657 Greenwich ST,MANHATTAN 10014"
"820 COLUMBUS AVENUE,MANHATTAN 10025"
"1130 Avenue Z,BROOKLYN 11235"
"369 3 AVENUE,MANHATTAN 10016"
"4302 NEW UTRECHT AVENUE,BROOKLYN 11219"
"1800 ANDREWS AVENUE,BRONX 10453"
"302-306 EAST 111TH STREET,MANHATTAN 10029"
"742 NOSTRAND AVENUE,BROOKLYN 11216"
"4467 BROADWAY,MANHATTAN 10040"
"454-456 6 AVENUE,BROOKLYN 11215"
"1919 PROSPECT AVENUE,BRONX 10457"
"3512 DEKALB AVENUE,BRONX 10467"
"152 NORTH 5 STREET,BROOKLYN 11211"
"224 EAST 47 STREET,MANHATTAN 10017"
"440 LENOX ROAD,BROOKLYN 11203"
"100 WEST 89TH STREET,MANHATTAN 10024"
"124 Hudson Street,MANHATTAN 10013"
"25-87 37 Street,QUEENS 11103"
"1530 STORY AVENUE,BRONX 10473"
"50 West 97 Street,MANHATTAN 10025"
"467 ST MARKS PLACE,STATEN ISLAND 10301"
"465 WEST 167 STREET,MANHATTAN 10032"
"3223 INDEPENDENCE AVENUE,BRONX 10463"
"4205 AVENUE P,BROOKLYN 11234"
"85-03 BRITTON AVENUE,QUEENS 11373"
"5301 14 AVENUE,BROOKLYN 11219"
"3101 THOMSON AVENUE,QUEENS 11101"
"317 dahill road,BROOKLYN 11218"
"440 EAST   48 STREET,BROOKLYN 11203"
"93 NORWOOD AVENUE,BROOKLYN 11208"
"470 LEFFERTS AVENUE,BROOKLYN 11225"
"2433 EAST TREMONT AVENUE,BRONX 10461"
"147 WEST 70TH STREET,MANHATTAN 10023"
"1651 ZEREGA AVENUE,BRONX 10462"
"133-20 AVERY    AVENUE,QUEENS 11355"
"4930 PALISADES AVENUE,BRONX 10471"
"21 ST. JOHN'S LANE  ,MANHATTAN 10013"
"266 FLATBUSH AVENUE,BROOKLYN 11217"
"384 SOUTH 4 STREET,BROOKLYN 11211"
"80-22 PARSONS BOULEVARD,QUEENS 11432"
"2570 PITKIN AVENUE,BROOKLYN 11208"
"1600 RANDALL AVENUE,BRONX 10473"
"100-05 39 AVENUE,QUEENS 11368"
"228 BUSHWICK AVENUE,BROOKLYN 11206"
"3212 CHURCH AVENUE,BROOKLYN 11226"
"75-77 READE STREET,MANHATTAN 10007"
"1018 AVENUE Y,BROOKLYN 11235"
"101 West End Avenue,MANHATTAN 10069"
"755 SECOND AVE,MANHATTAN 10017"
"4116 8TH AVENUE,BROOKLYN 11232"
"1363 GILLESPIE AVE,BRONX 10461"
"44 KENT STREET,BROOKLYN 11222"
"928 55TH ST,BROOKLYN 11219"
"114-38 FRANCIS LEWIS BOULEVARD,QUEENS 11411"
"1510 ZEREGA AVENUE,BRONX 10462"
"5 WEST 63 STREET,MANHATTAN 10023"
"1869 RICHMOND AVENUE,STATEN ISLAND 10314"
"87-22 51 AVENUE,QUEENS 11373"
"234 EAST 22 STREET,MANHATTAN 10010"
"453-25 Borden Ave,QUEENS 11101"
"130 GALE PLACE,BRONX 10463"
"1612 QUENTIN ROAD,BROOKLYN 11229"
"16-50 UTOPIA PARKWAY,QUEENS 11357"
